declarationRequestNumber,region,stateAbbreviation,state,tribalRequest,declarationRequestDate,declarationRequestType,incidentName,requestedIncidentTypes,requestedIncidentBeginDate,requestedIncidentEndDate,currentRequestStatus,requestStatusDate,ihProgramRequested,iaProgramRequested,paProgramRequested,hmProgramRequested,incidentId,incidentBeginDate,id
23,10,ID,Idaho                         ,0,2000-03-03T00:00:00.000Z,Major Disaster,ID-ROCKSLIDES-02-11-2000,Mud/Landslide,2000-01-30T00:00:00.000Z,,Turndown,2000-03-17T00:00:00.000Z,0,1,0,1,2000021103,2000-01-30T00:00:00.000Z,5b8897cf-ef43-4e05-a9ce-a3f84759e5e7
40,6,OK,Oklahoma                      ,0,2000-05-10T00:00:00.000Z,Major Disaster,OK-Tulsa Flooding-5-6-00,Flood,2000-05-05T00:00:00.000Z,2000-05-08T00:00:00.000Z,Turndown,2000-05-24T00:00:00.000Z,0,1,0,1,2000050701,2000-05-06T00:00:00.000Z,a72df3eb-7ecf-4348-9149-3af891a69662
46,6,LA,Louisiana                     ,0,2000-06-05T00:00:00.000Z,Major Disaster,LA-Tornado-North Louisiana-4/23/00,Tornado,2000-04-23T00:00:00.000Z,2000-04-24T00:00:00.000Z,Turndown,2000-06-21T00:00:00.000Z,0,1,0,1,2000042401,2000-04-23T00:00:00.000Z,ddb49ac5-60f5-40b4-bfc0-c58a3e0909a7
51,4,NC,North Carolina                ,0,2000-06-06T00:00:00.000Z,Major Disaster,NC -Severe Storms and Possible Tornados,Severe Storm,2000-05-25T00:00:00.000Z,2000-05-25T00:00:00.000Z,Turndown,2000-06-23T00:00:00.000Z,0,0,1,1,2000052601,2000-05-25T00:00:00.000Z,929ac0c0-0888-48ba-818f-a561ce0b241f
56,5,IL,Illinois                      ,0,2000-06-15T00:00:00.000Z,Major Disaster,"IL-Severe Storms, Tornadoes & Flooding-05/19/2000",Severe Storm,2000-05-18T00:00:00.000Z,2000-05-26T00:00:00.000Z,Turndown,2000-06-27T00:00:00.000Z,0,0,1,1,2000051901,2000-05-19T00:00:00.000Z,27a6da7b-3c36-4b11-b064-332b1563b608
79,6,TX,Texas                         ,0,2000-07-27T00:00:00.000Z,Emergency,TX-Fire Emergency Request-07-27-00,Fire,2000-07-27T00:00:00.000Z,,Turndown,2000-09-20T00:00:00.000Z,0,0,1,0,2000073101,2000-07-27T00:00:00.000Z,08494500-e622-4791-a299-d49a57dff621
93,1,CT,Connecticut                   ,0,2000-08-17T00:00:00.000Z,Major Disaster,CT Heavy Rains and Flooding 8-11-00,Severe Storm,2000-08-11T00:00:00.000Z,2000-08-12T00:00:00.000Z,Turndown,2000-09-21T00:00:00.000Z,0,1,0,1,2000081404,2000-08-11T00:00:00.000Z,27923c16-eebe-4d3f-a460-a0934c98af1b
138,6,AR,Arkansas                      ,0,2000-09-08T00:00:00.000Z,Emergency,AR-Extreme Fire Hazard-8/25/00,Fire,2000-08-25T00:00:00.000Z,,Turndown,2000-09-20T00:00:00.000Z,0,0,1,0,2000090803,2000-08-25T00:00:00.000Z,82a69a92-8512-472a-b9d7-cfbf3b817e3c
154,6,OK,Oklahoma                      ,0,2000-09-22T00:00:00.000Z,Emergency,OK-Severe Fire Threat-8/29/00,Fire,2000-09-15T00:00:00.000Z,,Turndown,2000-10-11T00:00:00.000Z,0,0,1,0,2000092205,2000-09-15T00:00:00.000Z,a08008ba-2645-4428-8db1-c60ede1acf96
155,5,WI,Wisconsin                     ,0,2000-09-22T00:00:00.000Z,Major Disaster," Wi-Eau Claire, Severe Storms and Flooding",Severe Storm,2000-09-10T00:00:00.000Z,2000-09-11T00:00:00.000Z,Turndown,2000-10-20T00:00:00.000Z,0,0,1,1,2000091401,2000-09-10T00:00:00.000Z,69ab0ec1-3289-4a41-86a5-7f0fca7784d7
162,2,NY,New York                      ,0,2000-10-10T00:00:00.000Z,Major Disaster,NY - Heavy Rains and Thunderstorms,Severe Storm,2000-09-02T00:00:00.000Z,2000-09-09T00:00:00.000Z,Turndown,2000-10-19T00:00:00.000Z,0,1,1,1,2000091202,2000-09-02T00:00:00.000Z,8d899edf-319a-448b-b0bd-03e7aac980fc
1006,2,NY,New York                      ,0,2001-01-16T00:00:00.000Z,Major Disaster,"NY Rain Dec17, 2000",Severe Storm,2000-12-16T00:00:00.000Z,2000-12-17T00:00:00.000Z,Turndown,2001-04-03T00:00:00.000Z,0,1,1,1,2000121901,2000-12-16T00:00:00.000Z,a0ffa482-e03c-49c9-b17c-340266e2b50a
1027,6,AR,Arkansas                      ,0,2001-03-02T00:00:00.000Z,Major Disaster,AR-Tornadoes-2-24-01,Tornado,2001-02-24T00:00:00.000Z,2001-02-25T00:00:00.000Z,Turndown,2001-03-16T00:00:00.000Z,0,1,0,0,2001022602,2001-02-24T00:00:00.000Z,de430c23-2d6a-4141-84d1-fd258bf8e547
1029,6,OK,Oklahoma                      ,0,2001-03-15T00:00:00.000Z,Major Disaster,OK-Ice Storm-1-27-01,Severe Ice Storm,2001-01-27T00:00:00.000Z,2001-01-29T00:00:00.000Z,Turndown,2001-04-03T00:00:00.000Z,0,0,1,1,2001030701,2001-01-27T00:00:00.000Z,4f87ff93-7589-4361-b420-4a0173847d6d
1035,6,TX,Texas                         ,0,2001-05-30T00:00:00.000Z,Major Disaster,TX-Severe Weather-2-23-01,Severe Storm,2001-02-14T00:00:00.000Z,2001-03-30T00:00:00.000Z,Turndown,2001-06-28T00:00:00.000Z,0,0,1,1,2001022701,2001-02-14T00:00:00.000Z,2406acf1-86be-497c-853a-9ef81686f484
1038,1,RI,Rhode Island                  ,0,2001-04-20T00:00:00.000Z,Major Disaster,New England Nor'Easter/Flooding-03/21/2001,Flood,2001-03-22T00:00:00.000Z,2001-03-30T00:00:00.000Z,Turndown,2001-06-21T00:00:00.000Z,0,0,0,1,2001032301,2001-03-21T00:00:00.000Z,59f4f108-7ac8-4cd2-98e9-c8f23cf601b0
1078,4,FL,Florida                       ,0,2001-08-06T00:00:00.000Z,Major Disaster,R4-TS Barry,Hurricane,2001-08-02T00:00:00.000Z,,Turndown,2001-08-14T00:00:00.000Z,0,1,0,0,2001080301,2001-08-02T00:00:00.000Z,817bbf17-9911-441a-96a9-636f0ba96188
1081,5,IL,Illinois                      ,0,2001-08-14T00:00:00.000Z,Major Disaster,IL-Chigago Flash Flood-08/02/2110,Flood,2001-08-02T00:00:00.000Z,2001-08-02T00:00:00.000Z,Turndown,2001-08-27T00:00:00.000Z,0,1,0,1,2001080302,2001-08-02T00:00:00.000Z,6c10e5ba-50bb-42a1-8a50-b6bf73dcf5bb
1095,1,MA,Massachusetts                 ,0,2001-10-02T00:00:00.000Z,Emergency,Fires and Explosions,Fire,2001-09-11T00:00:00.000Z,,Turndown,2001-10-31T00:00:00.000Z,0,0,1,0,2001091102,2001-09-11T00:00:00.000Z,b0db0886-bb16-45b8-b707-7b5c85b75ce5
1096,3,MD,Maryland                      ,0,2001-10-02T00:00:00.000Z,Major Disaster,Tornadoes and Severe Storms,Tornado,2001-09-24T00:00:00.000Z,2001-09-24T00:00:00.000Z,Turndown,2001-10-24T00:00:00.000Z,0,1,1,1,2001092501,2001-09-24T00:00:00.000Z,7c751924-7179-40c3-99d5-64a12605a455
1097,6,TX,Texas                         ,0,2001-10-03T00:00:00.000Z,Major Disaster,TX-Queen Isabel Bridge Collapse-9-15-01,Other,2001-09-15T00:00:00.000Z,,Turndown,2001-12-21T00:00:00.000Z,0,0,0,0,2001091501,2001-09-15T00:00:00.000Z,0575ad8c-add8-46e0-a2fe-7f44ecb38845
1099,9,FM,Federated States of Micronesia,0,2001-09-10T00:00:00.000Z,Major Disaster,FM-Toxic Substance-08-20-2001,Toxic Substances,2001-07-01T00:00:00.000Z,2001-08-26T00:00:00.000Z,Turndown,2001-10-29T00:00:00.000Z,0,0,1,0,2001082001,2001-08-20T00:00:00.000Z,a30c2935-720f-467c-af8a-d66d982b2978
1101,4,FL,Florida                       ,0,2001-10-17T00:00:00.000Z,Emergency,Fires and Explosions,Fire,2001-09-11T00:00:00.000Z,,Turndown,2001-11-07T00:00:00.000Z,0,0,1,0,2001091102,2001-09-11T00:00:00.000Z,b4e41fb5-ab53-4afc-a0ba-2f30adc95316
1102,6,TX,Texas                         ,0,2001-10-25T00:00:00.000Z,Major Disaster,TX-Severe Storms & Tornadoes-10-12-01,Severe Storm,2001-10-12T00:00:00.000Z,2001-10-13T00:00:00.000Z,Turndown,2001-11-27T00:00:00.000Z,0,1,1,1,2001101303,2001-10-12T00:00:00.000Z,bc5d4147-fb3d-4a89-8f5b-8674c128cbe6
1114,6,TX,Texas                         ,0,2001-11-30T00:00:00.000Z,Major Disaster,TX-Severe Storms & Flooding-11-15-01,Severe Storm,2001-11-15T00:00:00.000Z,2001-11-18T00:00:00.000Z,Turndown,2002-01-09T00:00:00.000Z,0,1,1,1,2001111601,2001-11-15T00:00:00.000Z,e9eb20bd-eaa4-433d-9443-29f220248337
1115,4,FL,Florida                       ,0,2001-12-04T00:00:00.000Z,Major Disaster,Red Tide (micro algae Karenia brevis),Other,2001-10-16T00:00:00.000Z,,Turndown,2002-03-13T00:00:00.000Z,0,0,0,0,2001120601,2001-10-16T00:00:00.000Z,47a455a8-4881-4dd8-bd21-375269a8aecf
2017,4,TN,Tennessee                     ,0,2002-02-06T00:00:00.000Z,Major Disaster,TN - Severe Weather System with Flooding,Severe Storm,2002-01-23T00:00:00.000Z,,Turndown,2002-02-19T00:00:00.000Z,0,0,1,0,2002012401,2002-01-22T00:00:00.000Z,6a402111-84ee-4996-b0ae-3539def0967d
2020,4,GA,Georgia                       ,0,2002-02-21T00:00:00.000Z,Emergency,GA-Unburied and Uncremated Bodies,Other,2002-02-15T00:00:00.000Z,,Turndown,2002-02-26T00:00:00.000Z,0,0,1,0,2002021901,2002-02-17T00:00:00.000Z,6ef2efb2-8a6e-4629-8857-8f18fdc68b9b
2027,1,ME,Maine                         ,0,2002-04-09T00:00:00.000Z,Major Disaster,Drought,Drought,2001-06-01T00:00:00.000Z,,Turndown,2002-07-19T00:00:00.000Z,0,1,1,1,2002032702,2002-06-01T00:00:00.000Z,ae1b037a-98b7-4c8f-b7a7-c80681a702b1
2029,5,IL,Illinois                      ,0,2002-04-25T00:00:00.000Z,Major Disaster,Il-Tornado-4 21 02,Tornado,2002-04-21T00:00:00.000Z,2002-04-21T00:00:00.000Z,Turndown,2002-05-07T00:00:00.000Z,0,1,1,1,2002042201,2002-04-21T00:00:00.000Z,c620d593-c086-43c6-95c8-a3708a956435
2052,6,NM,New Mexico                    ,0,2002-06-03T00:00:00.000Z,Emergency,NM-Wildfire Threat-3-24-02,Fire,2002-03-24T00:00:00.000Z,2002-07-19T00:00:00.000Z,Turndown,2002-06-17T00:00:00.000Z,0,0,1,0,2002052901,2002-03-24T00:00:00.000Z,76a20af6-1d83-470c-970c-c7c978436aa0
2084,5,IL,Illinois                      ,0,2002-07-01T00:00:00.000Z,Major Disaster,IL-Flooding-06/04-05/02,Flood,2002-06-03T00:00:00.000Z,2002-06-05T00:00:00.000Z,Turndown,2002-07-19T00:00:00.000Z,0,0,1,1,2002061902,2002-06-04T00:00:00.000Z,f3843635-59bf-4ffc-bb71-3fd9afaabd07
2094,7,NE,Nebraska                      ,0,2002-07-15T00:00:00.000Z,Major Disaster,Nebraska severe storms,Severe Storm,2002-07-06T00:00:00.000Z,2002-07-06T00:00:00.000Z,Turndown,2002-07-29T00:00:00.000Z,0,1,0,1,2002070601,2002-07-06T00:00:00.000Z,481ce620-8538-42bd-add4-1b8529328eec
2106,8,ND,North Dakota                  ,0,2002-08-01T00:00:00.000Z,Emergency,ND - Wildfire Threat,Fire,2002-02-22T00:00:00.000Z,,Turndown,2002-09-05T00:00:00.000Z,0,0,1,0,2002080102,2002-02-22T00:00:00.000Z,64f298ec-a116-4bf3-bd71-38778fb83cda
2107,6,LA,Louisiana                     ,0,2002-08-05T00:00:00.000Z,Emergency,LA-West Nile Virus-8-5-02,Other,2002-06-01T00:00:00.000Z,,Turndown,2003-04-25T00:00:00.000Z,0,0,1,0,2002080601,2002-06-01T00:00:00.000Z,a84a63d2-6bba-4547-a8de-e4315c7dc71b
2119,4,MS,Mississippi                   ,0,2002-08-16T00:00:00.000Z,Emergency,MS - West Nile Virus 8-16-02,Other,2002-07-19T00:00:00.000Z,,Turndown,2003-04-25T00:00:00.000Z,0,0,1,0,2002081601,2002-07-19T00:00:00.000Z,bfda762c-e7c3-4f75-a925-25cf5f2554f4
2121,2,NJ,New Jersey                    ,0,2002-08-14T00:00:00.000Z,Emergency,NJ-Severe Storm Power Outage 8-02-02,Severe Storm,2002-08-02T00:00:00.000Z,,Turndown,2003-01-08T00:00:00.000Z,0,0,1,0,2002080901,2002-08-02T00:00:00.000Z,398cfd09-72e6-407e-aabd-f32b2d8efd1c
2122,9,AZ,Arizona                       ,0,2002-08-06T00:00:00.000Z,Major Disaster,Monsoon 7-09-2002,Other,2002-07-09T00:00:00.000Z,2002-07-15T00:00:00.000Z,Turndown,2002-08-30T00:00:00.000Z,0,1,1,1,2002071703,2002-07-09T00:00:00.000Z,e4b1bb33-10c0-42b4-ae0a-94a37b5ed68b
2124,8,WY,Wyoming                       ,0,2002-08-30T00:00:00.000Z,Major Disaster,WY Flooding 08/27/02,Flood,2002-08-27T00:00:00.000Z,2002-08-28T00:00:00.000Z,Turndown,2002-09-18T00:00:00.000Z,0,0,1,1,2002082702,2002-08-27T00:00:00.000Z,e9b5fa02-c9f9-4b9a-a7d2-860b2ffbba8c
2132,3,VA,Virginia                      ,0,2002-08-23T00:00:00.000Z,Major Disaster,VA - Orange County Drought,Drought,2002-08-26T00:00:00.000Z,,Turndown,2003-01-21T00:00:00.000Z,0,0,1,0,2002092301,2002-08-26T00:00:00.000Z,f1b8192b-9684-4341-8894-5f18f9ffd394
2140,4,FL,Florida                       ,0,2002-10-08T00:00:00.000Z,Emergency,Hurricane Isidore-9-23-02,Hurricane,2002-09-26T00:00:00.000Z,2002-09-27T00:00:00.000Z,Turndown,2002-11-18T00:00:00.000Z,0,0,1,0,2002092302,2002-09-21T00:00:00.000Z,d3ca2fb1-368d-4069-bb14-06390f6ce126
2154,1,CT,Connecticut                   ,0,2002-12-11T00:00:00.000Z,Major Disaster,"CT-Winter Storm -Freezing rain, sleet & snow",Severe Ice Storm,2002-11-16T00:00:00.000Z,2002-11-18T00:00:00.000Z,Turndown,2003-01-08T00:00:00.000Z,0,0,1,1,2002112001,2002-11-16T00:00:00.000Z,a7e87f1a-80c9-44ae-83a9-936e16fe3f45
2156,4,MS,Mississippi                   ,0,2002-12-23T00:00:00.000Z,Major Disaster,MS-Severe Storms and Tornado,Tornado,2002-12-18T00:00:00.000Z,2002-12-19T00:00:00.000Z,Turndown,2003-02-14T00:00:00.000Z,0,0,1,1,2002122001,2002-12-19T00:00:00.000Z,85549d51-39af-4e0b-a9e3-741d69cc5afb
3002,10,ID,Idaho                         ,0,2000-02-18T00:00:00.000Z,Emergency,ID-ROCKSLIDES-02-11-2000,Mud/Landslide,2000-01-30T00:00:00.000Z,2000-02-11T00:00:00.000Z,Turndown,2000-03-17T00:00:00.000Z,0,0,0,0,2000021103,2000-01-30T00:00:00.000Z,475af0ea-1a6e-429a-a058-d33951e02807
3013,1,RI,Rhode Island                  ,0,2003-02-24T00:00:00.000Z,Major Disaster,RI Nightclub Fire,Fire,2003-02-20T00:00:00.000Z,,Turndown,2003-04-23T00:00:00.000Z,1,0,1,0,2003022102,2003-02-20T00:00:00.000Z,81d85d84-239e-4dec-910f-0011865726b4
3028,4,FL,Florida                       ,0,2003-03-20T00:00:00.000Z,Major Disaster,FL - Sustained severe freeze events,Freezing,2002-11-01T00:00:00.000Z,2003-02-28T00:00:00.000Z,Turndown,2003-04-28T00:00:00.000Z,0,0,0,1,2003032101,2002-11-01T00:00:00.000Z,4203a2c2-21c1-47dc-a950-c3b80c424be3
3031,1,NH,New Hampshire                 ,0,2003-04-09T00:00:00.000Z,Major Disaster,Mt. Washington Structural Fire,Other,2003-02-09T00:00:00.000Z,2003-02-09T00:00:00.000Z,Turndown,2003-06-20T00:00:00.000Z,0,0,1,0,2003021902,2003-02-09T00:00:00.000Z,5abd53a1-ec98-4bfb-a267-77e67dbc7e25
3034,9,CA,California                    ,0,2003-04-16T00:00:00.000Z,Emergency,CA - Severe Fire Threat,Drought,2002-03-01T00:00:00.000Z,,Turndown,2003-12-22T00:00:00.000Z,0,0,1,0,2003042301,2003-04-16T00:00:00.000Z,6d008ec7-59b0-44aa-a7cf-e9787ea6f5fe
3051,5,MI,Michigan                      ,0,2003-06-04T00:00:00.000Z,Major Disaster,MI-Dam Failure 05/14/2003,Dam/Levee Break,0003-05-10T00:00:00.000Z,2003-05-26T00:00:00.000Z,Turndown,2003-09-24T00:00:00.000Z,0,0,1,1,2003051501,2003-05-14T00:00:00.000Z,9e409c9e-3694-460d-8779-b9522f50647b
3057,9,AZ,Arizona                       ,0,2003-06-12T00:00:00.000Z,Emergency,AZ-Wildfire-05-27-2003,Fire,2002-04-01T00:00:00.000Z,,Turndown,2002-01-08T00:00:00.000Z,0,0,1,0,2003052801,2003-05-27T00:00:00.000Z,f2719c98-7bc4-45db-9be0-6bf6a0a51fca
3062,4,MS,Mississippi                   ,0,2003-06-12T00:00:00.000Z,Major Disaster,MS Flooding and Damaging Winds,Severe Storm,2003-05-17T00:00:00.000Z,,Turndown,2003-08-28T00:00:00.000Z,0,0,1,1,2003063002,2003-05-17T00:00:00.000Z,03da40e3-d495-45f9-abd8-a87ed345091f
3064,6,LA,Louisiana                     ,0,2003-07-09T00:00:00.000Z,Major Disaster,TS  Bill,Severe Storm,2003-06-30T00:00:00.000Z,,Turndown,2003-09-12T00:00:00.000Z,1,0,1,1,2003063003,2003-06-29T00:00:00.000Z,3fcdddf2-3b92-4b89-b9a4-6140954faed2
3089,4,FL,Florida                       ,0,2003-08-13T00:00:00.000Z,Major Disaster,FL-Severe Storms and Tornadoes,Tornado,2003-08-07T00:00:00.000Z,2003-08-08T00:00:00.000Z,Turndown,2003-08-29T00:00:00.000Z,1,0,0,1,2003081301,2003-08-07T00:00:00.000Z,603bba73-abbc-4b6e-a25e-50eadfad7e97
3102,4,KY,Kentucky                      ,0,2003-08-29T00:00:00.000Z,Major Disaster,KY - Severe Storms and flooding,Severe Storm,2003-08-22T00:00:00.000Z,2003-08-22T00:00:00.000Z,Turndown,2003-10-07T00:00:00.000Z,1,0,0,1,2003082802,2003-08-22T00:00:00.000Z,c3e80f59-0f15-440d-a6a1-e8f9682d03cd
3118,2,NJ,New Jersey                    ,0,2003-10-03T00:00:00.000Z,Major Disaster,Hurricane Isabel,Hurricane,2003-09-18T00:00:00.000Z,,Turndown,2003-11-06T00:00:00.000Z,0,0,1,1,2003091101,2003-09-18T00:00:00.000Z,08023d55-930f-454b-8b73-d74f486f29d5
3119,6,TX,Texas                         ,0,2003-10-21T00:00:00.000Z,Major Disaster,TX-Severe Storms10-12-03,Severe Storm,2003-09-18T00:00:00.000Z,2003-10-20T00:00:00.000Z,Turndown,2003-11-06T00:00:00.000Z,1,0,0,1,2003101701,2003-10-12T00:00:00.000Z,6ce3aab5-d7bd-4cbf-b574-3d5b1b08eb47
3139,6,TX,Texas                         ,0,2003-11-21T00:00:00.000Z,Major Disaster,TX-Severe Storms and Tornadoes-11-17-2003,Severe Storm,2003-11-17T00:00:00.000Z,2003-11-18T00:00:00.000Z,Turndown,2003-12-04T00:00:00.000Z,1,0,0,1,2003111802,2003-11-17T00:00:00.000Z,344d2b4e-bf2c-45f5-832f-aabd82686468
3141,3,PA,Pennsylvania                  ,0,2003-12-05T00:00:00.000Z,Major Disaster,VA Severe Storms and Flooding 11/18/2003,Flood,2003-11-19T00:00:00.000Z,,Turndown,2004-02-10T00:00:00.000Z,1,0,0,1,2003112401,2003-11-18T00:00:00.000Z,58b50c31-b734-47e5-931f-f6184fbb6532
4010,3,WV,West Virginia                 ,0,2004-02-04T00:00:00.000Z,Major Disaster,WV Flood Jan 2004,Flood,2004-01-03T00:00:00.000Z,2004-01-30T00:00:00.000Z,Turndown,2004-03-04T00:00:00.000Z,0,0,1,1,2004021704,2004-01-03T00:00:00.000Z,05d753bc-3e29-4e2d-ae60-1baf2608dd2d
4013,10,WA,Washington                    ,0,2004-02-06T00:00:00.000Z,Major Disaster,RX-WA-Winter Storm,Severe Ice Storm,2004-01-06T00:00:00.000Z,2004-01-10T00:00:00.000Z,Turndown,2004-05-28T00:00:00.000Z,0,0,1,1,2004020401,2004-02-04T00:00:00.000Z,6ed2f5c4-1c90-43b8-b9c7-98bb36253845
4015,4,MS,Mississippi                   ,0,2004-03-19T00:00:00.000Z,Major Disaster,MS - Big Bay Lake Dam Failure,Dam/Levee Break,2004-03-12T00:00:00.000Z,2004-03-12T00:00:00.000Z,Turndown,2004-04-05T00:00:00.000Z,1,0,0,1,2004031501,2004-03-12T00:00:00.000Z,9bd47570-89a7-4d5e-93c3-7af09a392e40
4028,5,MI,Michigan                      ,0,2004-04-30T00:00:00.000Z,Major Disaster,MI-Emerald Ash Borer Infestation,Other,2004-04-30T00:00:00.000Z,,Turndown,2004-07-26T00:00:00.000Z,0,0,1,1,2004050301,2004-04-30T00:00:00.000Z,9c76a68c-b9ab-4bf9-8ec0-04a5c549b5e4
4030,6,LA,Louisiana                     ,0,2004-05-11T00:00:00.000Z,Major Disaster,LA-Flooding-4-25-04,Flood,2004-04-25T00:00:00.000Z,,Turndown,2004-08-18T00:00:00.000Z,1,0,0,1,2004042802,2004-04-25T00:00:00.000Z,0aa789d9-2f8f-4a5f-8706-ddcba979e633
4091,4,NC,North Carolina                ,0,2004-08-20T00:00:00.000Z,Major Disaster,Tropical Storm Bonnie and Hurricane Charley,Hurricane,2004-08-12T00:00:00.000Z,2004-08-15T00:00:00.000Z,Turndown,2004-12-01T00:00:00.000Z,1,0,1,1,2004081102,2004-08-11T00:00:00.000Z,57a658d7-7dc7-4dea-9753-5a2d22111e40
4101,5,OH,Ohio                          ,0,2004-09-07T00:00:00.000Z,Major Disaster,Severe Storms and Flooding,Flood,2004-08-27T00:00:00.000Z,2004-08-28T00:00:00.000Z,Turndown,2004-09-20T00:00:00.000Z,1,0,1,1,2004083002,2004-08-27T00:00:00.000Z,10875258-0b13-4b4a-9b49-052386e34108
4123,4,GA,Georgia                       ,0,2004-09-26T00:00:00.000Z,Major Disaster,Severe Storms & Flooding-remnants of Hur. Jeanne,Other,2004-09-26T00:00:00.000Z,,Turndown,2004-11-09T00:00:00.000Z,1,0,1,1,2004091501,2004-09-28T00:00:00.000Z,b802a204-bf74-4103-8fcd-730a0a4f67b1
4128,3,MD,Maryland                      ,0,2004-09-29T00:00:00.000Z,Major Disaster,Hurricane Ivan,Fire,2004-09-12T00:00:00.000Z,2004-09-23T00:00:00.000Z,Turndown,2004-10-18T00:00:00.000Z,1,0,0,1,2004090502,2004-09-14T00:00:00.000Z,3467acd4-1526-4cb1-8005-ce64ba5f135c
4132,7,IA,Iowa                          ,0,2004-10-04T00:00:00.000Z,Major Disaster,Severe storms and flooding,Severe Storm,2004-09-14T00:00:00.000Z,2004-09-21T00:00:00.000Z,Turndown,2004-11-05T00:00:00.000Z,1,0,0,1,2004091601,2004-09-14T00:00:00.000Z,ca6f6023-2a0e-45ee-8822-340eb7fab8fe
4136,6,LA,Louisiana                     ,0,2004-12-09T00:00:00.000Z,Major Disaster,Severe Storms and Tornadoes,Severe Storm,2004-11-23T00:00:00.000Z,2004-11-23T00:00:00.000Z,Turndown,2005-02-25T00:00:00.000Z,1,0,0,1,2004112902,2004-11-23T00:00:00.000Z,878b9103-2aaa-464c-9e5f-846f4310f4e3
4137,6,TX,Texas                         ,0,2004-12-09T00:00:00.000Z,Major Disaster,Severe Storms and Flooding,Severe Storm,2004-11-15T00:00:00.000Z,2004-12-04T00:00:00.000Z,Turndown,2004-12-29T00:00:00.000Z,1,0,0,1,2004112201,2004-11-15T00:00:00.000Z,9bb15bc5-8471-4ef3-9f38-880555a63486
5003,4,SC,South Carolina                ,0,2005-01-11T00:00:00.000Z,Emergency,Hazardous Material Spill,Chemical,2005-01-06T00:00:00.000Z,,Turndown,2005-02-09T00:00:00.000Z,0,0,1,0,2005011104,2005-01-06T00:00:00.000Z,05988e0e-8b07-4d34-8962-1d3197ee0ce3
5036,8,MT,Montana                       ,0,2005-05-02T00:00:00.000Z,Major Disaster,Severe Ice and Wind Storms,Severe Storm,2005-04-09T00:00:00.000Z,2005-04-10T00:00:00.000Z,Turndown,2005-08-08T00:00:00.000Z,0,0,1,1,2005041301,2005-04-09T00:00:00.000Z,3fa64337-c4f2-4909-93bc-3fe0e866aa38
5037,1,NH,New Hampshire                 ,0,2005-04-28T00:00:00.000Z,Major Disaster,"Severe Storms, Flooding, Snow Melt, and Ice Jams",Severe Storm,2005-04-01T00:00:00.000Z,2005-04-05T00:00:00.000Z,Turndown,2005-08-26T00:00:00.000Z,0,0,1,1,2005041201,2005-03-29T00:00:00.000Z,8179994b-89e3-46db-9d3a-7509bfac16a7
5044,1,MA,Massachusetts                 ,0,2005-06-10T00:00:00.000Z,Major Disaster,Red Tide,Fishing Losses,2005-04-27T00:00:00.000Z,,Turndown,2005-08-11T00:00:00.000Z,0,0,0,0,2005061302,2005-05-04T00:00:00.000Z,cea3a3b0-2654-4ffc-9517-79be15680d53
5052,1,ME,Maine                         ,0,2005-06-30T00:00:00.000Z,Major Disaster,Red Tide,Fishing Losses,2005-05-04T00:00:00.000Z,,Turndown,2005-07-27T00:00:00.000Z,0,0,0,0,2005061302,2005-05-04T00:00:00.000Z,a4a5faf3-804f-4b9a-a4e7-5b2f9dcb429d
5063,2,NY,New York                      ,0,2005-07-22T00:00:00.000Z,Major Disaster,Severe Storms and Flooding,Severe Storm,2005-06-06T00:00:00.000Z,2005-07-18T00:00:00.000Z,Turndown,2005-12-08T00:00:00.000Z,1,0,1,1,2005061401,2005-06-06T00:00:00.000Z,9dce3fa1-7da4-462c-875e-60d78560df7b
5064,2,NJ,New Jersey                    ,0,2005-07-21T00:00:00.000Z,Major Disaster,NJ - Severe Storms and Flooding,Severe Storm,2005-07-17T00:00:00.000Z,2005-07-17T00:00:00.000Z,Turndown,2005-10-03T00:00:00.000Z,1,0,0,1,2005072501,2005-07-17T00:00:00.000Z,a214862b-330f-4761-ad61-c6b4ba53c8fa
5072,1,NH,New Hampshire                 ,0,2005-08-04T00:00:00.000Z,Major Disaster,NH -- Rain and Flash Flooding,Flood,2005-06-06T00:00:00.000Z,2005-06-29T00:00:00.000Z,Turndown,2005-12-21T00:00:00.000Z,0,0,1,1,2005071201,2005-06-06T00:00:00.000Z,48610744-0687-438e-85bb-524ae818713b
5077,5,WI,Wisconsin                     ,0,2005-08-25T00:00:00.000Z,Major Disaster,"Severe Storms, Tornadoes, and Heavy Rains",Tornado,2005-08-18T00:00:00.000Z,2005-08-18T00:00:00.000Z,Turndown,2005-12-19T00:00:00.000Z,1,0,1,1,2005081901,2005-08-18T00:00:00.000Z,f14eface-1f27-4926-9a71-f6c5506148b2
5145,4,MS,Mississippi                   ,0,2005-10-12T00:00:00.000Z,Major Disaster,Hurricane Rita,Hurricane,2005-09-23T00:00:00.000Z,,Turndown,2005-11-04T00:00:00.000Z,1,0,1,1,2005091801,2005-09-23T00:00:00.000Z,3871c40c-1398-4641-8e43-4d069c5b40a6
5148,2,NJ,New Jersey                    ,0,2005-10-18T00:00:00.000Z,Major Disaster,Severe Storms and Flooding,Severe Storm,2005-10-07T00:00:00.000Z,2005-10-14T00:00:00.000Z,Turndown,2005-12-23T00:00:00.000Z,1,0,1,1,2005102001,2005-10-07T00:00:00.000Z,c88c0d71-790d-45ba-b6d5-090675f3043c
